passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,trep_driving_time
Sarah Carter,2017-04-01 03:54:37,2017-04-01 04:18:13,Cash,2,5.3,20.5,0.0,0.0,23.6
Danielle Hanson,2017-03-26 09:49:55,2017-03-26 09:59:43,Card,1,1.62,8.0,0.0,0.0,9.8
Carla Henson,2017-09-01 13:53:26,2017-09-01 14:25:23,Card,1,11.24,36.0,2.0,5.76,31.95
Tyler Rush,2017-05-08 23:08:36,2017-05-08 23:15:28,Card,2,1.4,7.0,1.66,0.0,6.866666666666666
Ann Grant,2017-07-27 12:12:15,2017-07-27 12:41:50,Card,1,9.79,32.5,7.81,5.76,29.583333333333332
Tyler Fuller Jr.,2017-02-21 15:48:19,2017-02-21 15:50:51,Cash,1,0.7,4.5,0.79,0.0,2.533333333333333
Brian Haas,2017-03-27 17:46:46,2017-03-27 17:58:47,Cash,1,2.0,10.0,0.0,0.0,12.016666666666667
Meredith Smith,2017-02-21 12:59:30,2017-02-21 13:08:59,Cash,6,1.98,9.5,2.06,0.0,9.483333333333333
Scott Ortiz,2017-02-17 19:29:15,2017-02-17 19:35:56,Cash,1,0.6,6.0,1.55,0.0,6.683333333333334
Jessica Jones,2017-01-25 06:56:52,2017-01-25 07:02:09,Card,2,0.8,5.5,1.26,0.0,5.283333333333333
Cynthia Terry,2017-12-27 07:55:09,2017-12-27 08:02:55,Cash,1,0.77,6.5,0.0,0.0,7.766666666666667
Melissa Anderson,2017-09-04 16:59:23,2017-09-04 17:09:19,Card,1,2.4,10.0,2.15,0.0,9.933333333333334
Brittany Moore,2017-12-04 12:44:58,2017-12-04 13:29:18,Card,1,18.2,52.0,0.0,0.0,44.333333333333336
Courtney Reynolds,2017-11-04 08:36:39,2017-11-04 08:38:56,Cash,1,0.4,4.0,0.95,0.0,2.283333333333333
Michael Wagner,2017-07-16 10:59:33,2017-07-16 11:05:04,Cash,2,0.55,5.0,1.16,0.0,5.516666666666667
Mrs. Vicki Harvey,2017-05-12 17:28:32,2017-05-12 18:18:51,Card,1,1.9,28.5,0.0,0.0,50.31666666666667
Susan Cervantes,2017-05-20 19:19:56,2017-05-20 19:37:13,Card,1,2.4,12.5,1.0,0.0,17.283333333333335
Danny Haas,2017-06-23 06:58:44,2017-06-23 07:01:22,Cash,6,0.51,4.0,0.0,0.0,2.6333333333333333
Karen Cordova,2017-11-06 17:43:09,2017-11-06 17:59:14,Card,1,1.5,11.0,2.56,0.0,16.083333333333332
Sarah James,2017-08-16 19:48:55,2017-08-16 20:00:55,Card,1,1.28,9.0,2.16,0.0,12.0
Michael Woods,2017-05-13 20:26:54,2017-05-13 20:33:25,Cash,1,1.55,7.5,0.0,0.0,6.516666666666667
Kelly Harmon,2017-12-07 15:11:58,2017-12-07 16:19:59,Cash,1,16.31,52.0,11.71,5.76,68.01666666666667
Amber Garcia,2017-08-30 08:18:57,2017-08-30 08:35:06,Card,2,1.9,11.5,2.45,0.0,16.15
Mr. Michael Wilson,2017-11-30 18:22:48,2017-11-30 18:36:18,Card,1,1.5,10.0,1.0,0.0,13.5
Darren Cowan,2017-07-25 14:01:32,2017-07-25 14:25:12,Card,6,6.0,22.5,4.66,0.0,23.666666666666668
Karen Rogers,2017-12-11 14:55:16,2017-12-11 15:20:42,Cash,1,8.22,27.0,0.0,0.0,25.433333333333334
Ashley Smith,2017-02-19 10:26:49,2017-02-19 10:35:12,Card,1,1.52,7.5,1.2,0.0,8.383333333333333
Matthew Austin,2017-12-12 23:58:58,2017-12-13 00:29:30,Cash,2,7.47,26.0,0.0,0.0,30.533333333333335
Matthew Estrada,2017-06-05 08:50:54,2017-06-05 09:04:27,Card,1,1.47,10.0,1.0,0.0,13.55
Wayne Boyd,2017-03-07 11:34:45,2017-03-07 11:43:34,Cash,1,0.82,7.0,0.0,0.0,8.816666666666666
Nathan Edwards,2017-11-01 20:32:11,2017-11-01 20:50:30,Card,1,2.53,13.0,2.86,0.0,18.316666666666666
Linda Kelly,2017-12-27 19:39:12,2017-12-27 19:40:46,Card,1,0.3,3.5,0.53,0.0,1.5666666666666667
Ryan Jenkins,2017-05-22 15:05:46,2017-05-22 15:37:32,Card,1,2.44,19.5,4.06,0.0,31.766666666666666
Leonard Peterson,2017-07-12 14:14:21,2017-07-12 15:01:37,Cash,1,11.28,40.0,11.64,5.76,47.266666666666666
David Mitchell,2017-05-18 07:19:14,2017-05-18 07:37:05,Cash,1,2.7,13.5,1.5,0.0,17.85
Lauren Bell,2017-12-20 19:04:17,2017-12-20 19:12:58,Card,1,1.4,7.5,0.0,0.0,8.683333333333334
Seth Gross,2017-03-04 19:43:37,2017-03-04 19:57:16,Cash,1,2.0,10.5,2.25,0.0,13.65
Joseph Gamble,2017-05-16 06:26:07,2017-05-16 06:30:43,Card,2,1.4,6.0,1.0,0.0,4.6
Jennifer Martinez,2017-05-09 08:28:09,2017-05-09 08:51:42,Card,1,2.46,15.5,4.08,0.0,23.55
Randy Walls,2017-02-03 21:22:18,2017-02-03 21:26:24,Cash,1,0.4,4.5,0.0,0.0,4.1
Yolanda Floyd,2017-06-17 12:31:11,2017-06-17 12:42:18,Card,1,1.0,8.5,1.85,0.0,11.116666666666667
William King,2017-05-08 08:43:31,2017-05-08 09:00:14,Card,1,2.0,12.0,0.0,0.0,16.716666666666665
Christopher Gamble,2017-02-13 13:22:49,2017-02-13 13:28:53,Cash,4,1.27,6.5,0.0,0.0,6.066666666666666
Jane Saunders,2017-05-05 04:17:39,2017-05-05 04:33:18,Card,1,3.6,14.5,3.15,0.0,15.65
Tyler Hall,2017-07-02 08:56:55,2017-07-02 08:59:24,Cash,6,0.79,4.5,1.06,0.0,2.4833333333333334
Eric Clark,2017-08-03 05:19:09,2017-08-03 05:43:01,Card,1,7.0,24.5,1.29,0.0,23.866666666666667
Michael Estes,2017-01-23 10:00:27,2017-01-23 10:06:10,Cash,1,0.51,5.5,0.0,0.0,5.716666666666667
William Rodriguez,2017-01-04 20:41:13,2017-01-04 20:54:49,Cash,1,2.6,11.5,0.0,0.0,13.6
Mr. Jose Phillips,2017-06-29 21:29:03,2017-06-29 21:36:52,Card,1,0.68,6.5,0.0,0.0,7.816666666666666
Lisa Mccarthy,2017-05-24 11:34:29,2017-05-24 11:48:40,Cash,6,2.14,10.5,2.26,0.0,14.183333333333334
Jennifer Owens,2017-12-14 16:28:20,2017-12-14 16:48:26,Card,1,1.37,12.5,2.86,0.0,20.1
Joel Kelly,2017-10-18 18:07:54,2017-10-18 18:13:55,Card,1,0.9,6.0,0.0,0.0,6.016666666666667
Teresa Price,2017-05-17 20:25:06,2017-05-17 20:34:02,Card,1,2.7,10.0,3.4,5.76,8.933333333333334
Meghan Gomez,2017-08-15 17:02:14,2017-08-15 17:05:48,Cash,1,0.8,5.0,1.7,0.0,3.566666666666667
William Guerrero,2017-01-13 21:05:22,2017-01-13 21:38:48,Cash,1,8.23,60.0,0.0,10.5,33.43333333333333
Amanda Martin,2017-09-10 03:05:12,2017-09-10 03:09:52,Cash,1,0.6,5.0,1.25,0.0,4.666666666666667
Carrie Page,2017-11-03 12:05:32,2017-11-03 12:40:48,Cash,2,2.4,21.5,0.0,0.0,35.266666666666666
Charlene Sanchez,2017-04-13 20:17:45,2017-04-13 21:12:41,Cash,1,15.08,52.5,11.91,5.76,54.93333333333333
Kathleen Knight,2017-08-12 08:50:01,2017-08-12 08:53:19,Cash,1,0.75,5.0,0.0,0.0,3.3
Thomas Brown,2017-08-04 00:20:49,2017-08-04 00:24:24,Card,1,0.1,4.0,0.0,0.0,3.5833333333333335
Hannah Bowman,2017-04-03 14:54:58,2017-04-03 15:07:11,Cash,2,1.58,9.5,3.09,0.0,12.216666666666667
Sara Ingram,2017-11-26 12:58:14,2017-11-26 13:03:44,Card,3,1.0,6.0,1.35,0.0,5.5
Jeremy Baldwin,2017-08-03 12:01:22,2017-08-03 12:18:15,Cash,1,9.0,26.0,3.2,0.0,16.883333333333333
Matthew Gallagher,2017-03-20 22:35:44,2017-03-20 22:45:21,Cash,1,1.86,8.5,1.96,0.0,9.616666666666667
Michael Shields,2017-09-05 16:24:20,2017-09-05 16:36:43,Card,1,1.3,9.0,0.0,0.0,12.383333333333333
David Potter,2017-05-03 07:59:39,2017-05-03 08:12:12,Card,2,1.4,9.5,1.0,0.0,12.55
Nathan Parks,2017-02-24 12:46:44,2017-02-24 13:07:15,Cash,1,2.88,15.0,0.0,0.0,20.516666666666666
Bruce Aguilar,2017-10-19 10:35:16,2017-10-19 11:01:52,Card,2,2.1,16.5,1.28,0.0,26.6
Ryan Stewart,2017-07-30 02:20:26,2017-07-30 02:37:32,Cash,1,5.26,17.0,3.66,0.0,17.1
Nancy Mercado,2017-12-14 23:30:25,2017-12-14 23:46:17,Card,1,2.44,12.0,2.66,0.0,15.866666666666667
Robyn Nelson,2017-10-22 21:28:19,2017-10-22 22:08:16,Card,1,9.0,32.5,4.0,0.0,39.95
Anna Miller,2017-09-05 19:07:23,2017-09-05 19:08:54,Card,6,0.36,3.0,0.96,0.0,1.5166666666666666
Seth Gallegos,2017-02-07 21:03:00,2017-02-07 21:19:31,Cash,1,4.35,16.0,3.46,0.0,16.516666666666666
Kimberly Lee,2017-11-12 09:49:05,2017-11-12 10:04:00,Cash,1,6.7,21.0,5.0,0.0,14.916666666666666
Glen Oliver,2017-08-29 07:11:16,2017-08-29 07:17:00,Cash,1,2.05,7.5,1.66,0.0,5.733333333333333
Brittany Jackson,2017-03-15 14:13:36,2017-03-15 14:44:41,Cash,3,5.77,26.0,5.36,0.0,31.083333333333332
Benjamin Logan,2017-02-10 08:01:30,2017-02-10 08:09:22,Cash,6,1.29,7.0,1.56,0.0,7.866666666666666
John Jackson,2017-08-10 09:20:10,2017-08-10 09:25:25,Cash,1,0.52,5.0,0.0,0.0,5.25
Jesus Sutton,2017-08-05 20:21:06,2017-08-05 20:48:15,Card,2,4.9,20.5,5.0,0.0,27.15
Matthew Garcia,2017-02-09 21:01:22,2017-02-09 21:04:05,Card,1,0.72,4.0,1.06,0.0,2.716666666666667
Jesse Hall,2017-04-18 13:15:56,2017-04-18 13:30:43,Cash,1,2.49,11.5,2.46,0.0,14.783333333333333
Taylor Lawrence,2017-05-12 01:34:05,2017-05-12 01:41:00,Card,1,1.3,7.0,0.0,0.0,6.916666666666667
Anthony Washington,2017-11-15 01:13:16,2017-11-15 01:16:24,Card,2,0.9,4.5,1.7,0.0,3.1333333333333333
Justin Cox,2017-06-26 08:34:11,2017-06-26 08:43:16,Card,1,1.4,7.5,1.65,0.0,9.083333333333334
Donald Rivers,2017-04-10 13:54:43,2017-04-10 14:07:15,Card,1,1.53,9.5,0.0,0.0,12.533333333333333
David Owens,2017-12-17 13:23:43,2017-12-17 13:58:21,Cash,1,8.65,29.5,0.0,0.0,34.63333333333333
Gary Knight,2017-11-07 12:39:18,2017-11-07 12:52:27,Card,1,1.6,10.0,2.15,0.0,13.15
Omar Brown,2017-02-22 21:10:45,2017-02-22 21:17:32,Card,1,0.8,6.0,0.0,0.0,6.783333333333333
Jose Le,2017-11-30 09:42:05,2017-11-30 09:55:01,Cash,1,2.03,10.5,1.13,0.0,12.933333333333334
Paige Bridges,2017-08-26 16:29:05,2017-08-26 16:33:34,Card,1,0.9,5.0,1.15,0.0,4.483333333333333
Terri Singh,2017-02-22 19:50:52,2017-02-22 20:05:14,Cash,1,2.1,10.5,1.5,0.0,14.366666666666667
Anthony Wright,2017-05-21 02:42:21,2017-05-21 02:45:55,Cash,3,0.6,4.5,1.0,0.0,3.566666666666667
Dennis Jones,2017-01-09 14:24:56,2017-01-09 14:33:41,Card,1,0.8,7.0,0.0,0.0,8.75
Cheryl Mendez,2017-10-30 16:56:14,2017-10-30 17:17:20,Cash,1,3.01,15.5,0.0,0.0,21.1
James Vaughn,2017-08-08 18:36:41,2017-08-08 18:43:32,Card,1,1.43,7.0,1.76,0.0,6.85
Adam Espinoza Jr.,2017-01-01 18:53:31,2017-01-01 19:09:57,Cash,3,1.2,11.0,0.0,0.0,16.433333333333334
Heather Little,2017-07-31 09:59:24,2017-07-31 10:11:39,Card,1,1.22,9.0,0.0,0.0,12.25
Thomas Hopkins,2017-01-08 16:59:36,2017-01-08 17:09:39,Card,2,1.18,8.0,2.64,0.0,10.05
Kathryn Ramos,2017-08-08 00:12:36,2017-08-08 00:16:09,Card,1,1.0,5.5,0.0,0.0,3.55
Michael Campbell,2017-09-10 03:56:47,2017-09-10 04:01:51,Cash,2,1.35,6.5,0.0,0.0,5.066666666666666
Stephanie Warner,2017-12-26 13:20:58,2017-12-26 13:36:54,Cash,5,4.01,15.5,0.0,0.0,15.933333333333334
Douglas Curtis,2017-04-19 06:32:57,2017-04-19 06:36:50,Cash,1,0.91,5.0,1.16,0.0,3.8833333333333333
Kendra White,2017-06-29 20:55:34,2017-06-29 20:58:35,Card,2,0.33,4.0,1.59,0.0,3.0166666666666666
Kyle Armstrong,2017-07-31 16:31:34,2017-07-31 16:57:32,Card,3,2.5,16.5,0.0,0.0,25.966666666666665
Craig Barrett,2017-04-03 16:57:32,2017-04-03 17:13:05,Cash,1,1.3,10.5,0.0,0.0,15.55
Tammy Burnett,2017-09-20 22:16:40,2017-09-20 22:41:54,Cash,1,5.8,22.0,0.0,0.0,25.233333333333334
Eric Castaneda,2017-08-07 17:47:30,2017-08-07 18:01:53,Cash,1,1.4,10.0,2.0,0.0,14.383333333333333
Emily Miller,2017-01-28 12:11:38,2017-01-28 12:23:24,Card,1,2.09,10.5,2.26,0.0,11.766666666666667
Richard Summers,2017-12-22 11:27:29,2017-12-22 11:39:58,Card,4,1.9,10.0,0.0,0.0,12.483333333333333
Theresa Oconnell,2017-02-24 19:44:36,2017-02-24 20:08:41,Cash,1,4.55,18.5,0.0,0.0,24.083333333333332
Paul Rangel,2017-08-17 12:26:57,2017-08-17 12:31:28,Card,1,1.0,5.5,0.0,0.0,4.516666666666667
Derek Brown,2017-12-18 09:37:01,2017-12-18 10:01:33,Card,1,4.23,18.0,0.0,0.0,24.533333333333335
Shawn Collins,2017-12-13 03:15:54,2017-12-13 03:30:24,Cash,1,5.7,17.5,3.75,0.0,14.5
Vanessa Krueger,2017-08-17 23:57:37,2017-08-18 00:06:38,Card,2,2.07,8.5,1.96,0.0,9.016666666666667
Denise Mckinney,2017-08-13 21:34:29,2017-08-13 21:38:23,Cash,1,1.03,5.0,1.58,0.0,3.9
Jonathan Martinez,2017-05-19 11:50:08,2017-05-19 12:05:43,Card,1,1.34,11.0,0.0,0.0,15.583333333333334
Kathryn Walker,2017-09-19 18:48:35,2017-09-19 19:28:16,Card,1,5.86,30.0,6.36,0.0,39.68333333333333
John Medina,2017-11-09 16:55:39,2017-11-09 18:19:37,Card,1,12.0,53.0,0.0,0.0,83.96666666666667
Karen Keller,2017-08-16 23:08:12,2017-08-16 23:12:36,Cash,2,0.6,5.0,0.0,0.0,4.4
Joel Matthews MD,2017-05-23 17:15:52,2017-05-23 17:33:04,Cash,4,2.1,11.5,2.65,0.0,17.2
Lynn Morrison,2017-11-24 16:02:23,2017-11-24 16:11:14,Cash,1,1.45,8.0,1.96,0.0,8.85
Eric Knight,2017-05-17 09:36:58,2017-05-17 10:18:03,Card,1,12.0,39.5,11.5,5.76,41.083333333333336
Julie Crawford,2017-06-28 05:44:38,2017-06-28 05:49:09,Cash,1,1.13,5.5,1.7,0.0,4.516666666666667
Cynthia Porter,2017-02-28 15:45:46,2017-02-28 15:57:54,Card,6,2.69,11.5,1.5,0.0,12.133333333333333
Christopher Benson,2017-08-24 16:49:31,2017-08-24 17:42:30,Card,6,11.76,43.0,0.0,5.76,52.983333333333334
Sophia Miller,2017-12-28 13:31:13,2017-12-28 13:57:30,Cash,2,3.11,17.0,5.34,0.0,26.283333333333335
Brenda Johnson,2017-10-13 09:37:50,2017-10-13 09:48:54,Card,1,0.86,8.0,1.76,0.0,11.066666666666666
Carla Lowe,2017-10-23 19:15:04,2017-10-23 19:19:24,Card,1,0.5,5.0,0.7,0.0,4.333333333333333
Cristina Clark,2017-07-06 15:21:17,2017-07-06 15:24:39,Cash,1,0.6,4.5,1.3,0.0,3.3666666666666667
Edward Taylor,2017-10-13 22:12:25,2017-10-13 22:24:17,Cash,2,3.1,12.0,2.65,0.0,11.866666666666667
Michael Thomas,2017-05-28 18:56:44,2017-05-28 19:05:01,Card,5,0.87,7.0,0.0,0.0,8.283333333333333
Jeff Lopez,2017-01-03 08:52:55,2017-01-03 09:14:51,Cash,1,2.7,15.5,3.25,0.0,21.933333333333334
Rodney Sims MD,2017-05-13 16:47:09,2017-05-13 16:51:52,Card,1,0.7,5.0,1.15,0.0,4.716666666666667
Angela Yu,2017-02-24 22:29:55,2017-02-24 22:50:41,Card,1,5.35,19.5,4.16,0.0,20.766666666666666
Dr. Derrick Meyer MD,2017-01-27 13:07:11,2017-01-27 13:14:03,Card,1,0.7,6.0,0.0,0.0,6.866666666666666
Patricia Reyes,2017-07-22 01:39:46,2017-07-22 01:41:22,Cash,1,0.56,3.5,0.96,0.0,1.6
Timothy Patrick,2017-11-05 13:39:15,2017-11-05 13:44:09,Card,1,1.01,5.5,1.26,0.0,4.9
Joseph Greene,2017-03-08 15:07:40,2017-03-08 15:16:21,Cash,2,1.2,7.5,0.0,0.0,8.683333333333334
Susan Steele,2017-10-17 18:19:22,2017-10-17 18:28:28,Card,1,1.25,7.5,1.86,0.0,9.1
Joshua Robles,2017-03-08 23:51:57,2017-03-09 00:02:31,Cash,1,2.8,11.0,2.09,0.0,10.566666666666666
Robin Marshall,2017-06-05 23:38:06,2017-06-05 23:49:44,Cash,6,2.48,10.5,2.36,0.0,11.633333333333333
Denise Patterson,2017-01-25 18:45:10,2017-01-25 19:11:57,Card,1,3.6,18.0,3.96,0.0,26.783333333333335
Kenneth Anderson Jr.,2017-05-01 11:52:46,2017-05-01 12:00:11,Card,3,0.76,6.5,0.0,0.0,7.416666666666667
Troy Martinez,2017-10-26 18:30:01,2017-10-26 18:52:18,Card,1,1.71,14.0,3.95,0.0,22.283333333333335
Jordan Brown,2017-09-08 18:20:48,2017-09-08 18:23:51,Card,1,0.54,4.5,0.0,0.0,3.05
Scott Spencer,2017-02-05 10:53:09,2017-02-05 11:00:40,Cash,1,1.19,7.0,1.56,0.0,7.516666666666667
Jordan Lara,2017-03-04 23:37:00,2017-03-04 23:51:48,Cash,1,1.44,10.5,0.0,0.0,14.8
Eric Rose,2017-05-09 17:58:23,2017-05-09 18:16:23,Cash,1,1.44,12.0,2.76,0.0,18.0
Tonya Freeman,2017-10-16 19:56:50,2017-10-16 19:59:52,Card,1,0.6,4.5,1.0,0.0,3.033333333333333
Jennifer Zimmerman,2017-07-29 17:47:39,2017-07-29 18:08:07,Card,4,3.3,15.0,3.15,0.0,20.466666666666665
Nicole Sanchez,2017-04-14 13:04:27,2017-04-14 13:14:49,Cash,1,1.2,8.0,1.76,0.0,10.366666666666667
Austin Ballard,2017-06-05 16:09:22,2017-06-05 16:40:49,Cash,3,5.5,23.0,0.0,0.0,31.45
Eddie Martin,2017-08-16 18:22:13,2017-08-16 18:53:39,Card,4,4.25,21.5,5.82,0.0,31.433333333333334
Crystal Lawson,2017-06-15 15:31:36,2017-06-15 16:27:05,Cash,1,13.08,43.5,0.0,5.76,55.483333333333334
Adam Lara,2017-11-13 12:37:47,2017-11-13 12:40:53,Card,1,0.4,4.0,1.2,0.0,3.1
Audrey Taylor,2017-12-12 21:17:53,2017-12-12 21:28:40,Card,2,2.74,11.0,0.0,0.0,10.783333333333333
Nathan Calderon,2017-05-27 15:40:36,2017-05-27 16:14:52,Cash,2,4.47,22.5,0.0,0.0,34.266666666666666
Karen Hernandez,2017-03-05 11:48:11,2017-03-05 11:52:06,Cash,5,0.61,5.0,0.0,0.0,3.9166666666666665
Jennifer Young,2017-08-09 22:43:25,2017-08-09 23:00:35,Cash,1,2.85,13.5,2.96,0.0,17.166666666666668
Ashley Golden,2017-02-03 20:12:50,2017-02-03 20:25:11,Cash,1,1.6,8.5,0.98,0.0,12.35
Rebecca Scott,2017-03-29 18:46:48,2017-03-29 18:54:05,Card,2,1.19,7.0,1.76,0.0,7.283333333333333
Donna Mitchell,2017-03-22 05:20:10,2017-03-22 05:27:32,Card,1,3.0,10.0,3.39,0.0,7.366666666666666
Eric Lane,2017-05-07 14:39:47,2017-05-07 15:01:30,Cash,2,2.85,15.0,0.0,0.0,21.716666666666665
Joshua Martin,2017-11-08 13:24:54,2017-11-08 13:59:26,Cash,1,5.16,24.5,5.06,0.0,34.53333333333333
Bruce Parker,2017-07-03 16:52:27,2017-07-03 16:57:32,Cash,1,1.0,5.5,1.45,0.0,5.083333333333333
Carlos Mullins,2017-04-01 18:09:43,2017-04-01 18:34:30,Card,1,3.3,17.0,3.55,0.0,24.783333333333335
Cheryl Wheeler,2017-01-14 10:20:44,2017-01-14 10:33:44,Cash,1,1.2,9.5,0.0,0.0,13.0
Charles Williams,2017-02-17 11:24:26,2017-02-17 11:59:37,Card,1,2.86,22.0,0.0,0.0,35.18333333333333
Tracy Romero,2017-01-29 20:45:04,2017-01-29 20:58:14,Cash,1,2.31,10.5,2.36,0.0,13.166666666666666
Samantha Perez,2017-01-31 11:13:51,2017-01-31 11:17:50,Card,1,0.44,4.5,0.0,0.0,3.9833333333333334
Stephen Brown,2017-05-18 19:55:52,2017-05-18 20:17:36,Card,1,1.88,14.5,0.0,0.0,21.733333333333334
Jennifer Sanchez,2017-04-18 09:24:15,2017-04-18 09:42:55,Cash,1,1.4,12.5,2.65,0.0,18.666666666666668
Caitlyn Anderson,2017-07-24 18:35:29,2017-07-24 18:46:22,Card,1,1.5,8.5,2.55,0.0,10.883333333333333
Thomas Sims,2017-05-26 20:23:29,2017-05-26 20:38:39,Card,3,4.86,17.0,0.0,0.0,15.166666666666666
Donald Collins,2017-03-30 21:22:25,2017-03-30 21:28:09,Cash,1,0.77,5.5,0.0,0.0,5.733333333333333
Benjamin Ramirez,2017-05-31 20:52:46,2017-05-31 21:16:16,Cash,1,5.68,20.5,4.2,0.0,23.5
Donna Figueroa,2017-10-08 02:24:21,2017-10-08 02:59:45,Card,1,16.4,46.0,0.0,0.0,35.4
Marvin Moore,2017-08-19 13:37:17,2017-08-19 13:49:40,Cash,2,0.9,9.0,0.0,0.0,12.383333333333333
Courtney Price,2017-12-23 16:52:00,2017-12-23 16:55:03,Cash,1,0.8,4.5,1.05,0.0,3.05
James Combs,2017-03-22 10:03:00,2017-03-22 10:33:38,Card,1,2.91,19.0,4.0,0.0,30.633333333333333
Melissa Garcia,2017-11-14 11:54:00,2017-11-14 12:56:13,Cash,1,11.7,46.5,10.0,5.76,62.21666666666667
Nathan Gomez,2017-03-12 12:50:41,2017-03-12 13:06:25,Card,1,3.58,14.0,0.0,0.0,15.733333333333333
Tanner Stewart,2017-07-18 23:26:34,2017-07-18 23:58:25,Cash,1,9.3,30.5,6.35,0.0,31.85
David Wright,2017-01-06 20:07:01,2017-01-06 20:18:53,Card,1,1.3,9.0,1.0,0.0,11.866666666666667
Jessica Daniel,2017-06-07 16:06:35,2017-06-07 16:33:05,Card,5,1.77,16.0,3.56,0.0,26.5
Vicki Jones,2017-02-04 21:39:39,2017-02-04 21:44:52,Cash,5,1.15,6.0,1.46,0.0,5.216666666666667
Henry Ray,2017-03-09 22:42:19,2017-03-09 23:08:48,Cash,1,2.95,17.0,3.66,0.0,26.483333333333334
Michelle Castaneda,2017-05-08 18:58:24,2017-05-08 19:11:01,Cash,1,1.0,9.0,2.16,0.0,12.616666666666667
Carol Jackson,2017-10-26 11:43:03,2017-10-26 11:50:12,Cash,1,0.8,6.0,0.0,0.0,7.15
Maureen Castaneda,2017-04-12 01:59:05,2017-04-12 02:12:43,Card,2,2.59,12.0,2.66,0.0,13.633333333333333
Katrina Williams,2017-12-02 17:26:24,2017-12-02 17:29:57,Card,1,0.7,5.0,1.0,0.0,3.55
Jody Chase,2017-11-15 06:14:52,2017-11-15 06:18:54,Card,1,1.1,5.5,1.0,0.0,4.033333333333333
Kristy Cohen,2017-04-10 22:28:14,2017-04-10 22:32:40,Cash,2,1.09,5.5,1.36,0.0,4.433333333333334
Mark Nichols,2017-05-20 00:12:22,2017-05-20 00:22:35,Card,2,1.88,9.5,2.0,0.0,10.216666666666667
Michele Castillo,2017-10-19 21:32:21,2017-10-19 21:41:04,Cash,1,1.5,8.0,2.0,0.0,8.716666666666667
Laurie Hanson,2017-05-06 16:41:38,2017-05-06 16:47:28,Cash,1,0.7,5.5,0.0,0.0,5.833333333333333
Frank Bailey,2017-10-31 18:03:04,2017-10-31 18:07:30,Cash,1,0.92,5.5,1.3,0.0,4.433333333333334
Amy Miller,2017-05-24 20:21:16,2017-05-24 20:36:04,Card,2,1.72,10.5,2.36,0.0,14.8
Matthew Hess,2017-12-07 13:36:51,2017-12-07 14:19:03,Cash,1,5.0,28.0,0.0,0.0,42.2
Aaron Cooper,2017-03-11 17:51:22,2017-03-11 17:54:13,Card,1,0.5,4.0,0.95,0.0,2.85
Julie Howard,2017-08-15 11:25:39,2017-08-15 11:38:11,Cash,1,2.03,10.5,2.26,0.0,12.533333333333333
Henry Allen,2017-12-09 11:16:24,2017-12-09 11:38:47,Card,1,9.17,28.0,0.0,5.76,22.383333333333333
Elizabeth Walter,2017-03-04 03:29:09,2017-03-04 03:36:43,Card,2,1.64,8.0,0.0,0.0,7.566666666666666
Sandra Johnston,2017-07-13 15:15:10,2017-07-13 15:48:08,Card,1,6.56,25.0,4.0,0.0,32.96666666666667
Barry Moses,2017-04-27 11:50:14,2017-04-27 12:07:38,Card,1,1.93,12.0,0.0,0.0,17.4
Jenny Smith,2017-07-19 13:27:56,2017-07-19 13:39:27,Cash,1,1.3,9.0,1.2,0.0,11.516666666666667
Gary Smith DVM,2017-07-24 18:17:50,2017-07-24 18:28:53,Cash,1,1.29,8.5,2.06,0.0,11.05
Andrea Castro,2017-05-01 01:33:49,2017-05-01 01:44:56,Card,1,3.34,12.0,0.0,0.0,11.116666666666667
Christopher Reynolds,2017-02-17 02:41:23,2017-02-17 02:54:13,Card,1,3.0,12.0,1.0,0.0,12.833333333333334
Lisa Curtis,2017-10-08 05:30:44,2017-10-08 05:36:36,Cash,6,0.73,6.0,0.0,0.0,5.866666666666666
John Miller,2017-03-02 20:07:50,2017-03-02 20:10:12,Card,1,0.44,3.5,0.0,0.0,2.3666666666666667
Natalie Black,2017-01-08 03:33:57,2017-01-08 03:50:04,Card,5,10.47,28.5,5.96,0.0,16.116666666666667
Danielle Johnson,2017-03-17 21:06:25,2017-03-17 21:22:20,Cash,1,1.87,11.5,2.56,0.0,15.916666666666666
Patrick Shaw,2017-08-02 15:54:43,2017-08-02 16:14:22,Cash,1,4.31,17.5,1.0,0.0,19.65
Paul Thomas,2017-03-13 08:29:03,2017-03-13 08:32:10,Card,1,0.5,4.0,1.4,0.0,3.1166666666666667
Nicole Sanchez,2017-03-15 10:02:38,2017-03-15 10:12:01,Card,1,0.7,7.5,0.0,0.0,9.383333333333333
William Webb,2017-03-19 14:05:27,2017-03-19 14:09:24,Card,1,0.67,5.0,1.16,0.0,3.95
Ann Shaffer,2017-03-04 18:19:43,2017-03-04 18:34:20,Card,2,2.6,11.5,2.45,0.0,14.616666666666667
Matthew Ballard,2017-11-16 14:37:05,2017-11-16 14:44:20,Cash,2,0.82,6.5,0.0,0.0,7.25
Katrina Lester,2017-04-25 18:36:39,2017-04-25 18:43:55,Cash,1,1.79,8.0,1.96,0.0,7.266666666666667
Michael Sanders,2017-09-11 16:28:36,2017-09-11 16:33:58,Card,1,1.0,6.0,0.0,0.0,5.366666666666666
